MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Computer & Mathematical Occupations,0,1,White only,Less than High School,31,107,11355,107
Computer & Mathematical Occupations,0,1,White only,High School,31,1069,115791,1069
Computer & Mathematical Occupations,0,1,White only,Some College,31,5976,599918,5976
Computer & Mathematical Occupations,0,1,White only,Bachelors Degree or more,31,12694,1242573,12694
Computer & Mathematical Occupations,0,1,Black/African American only,Less than High School,31,15,1556,15
Computer & Mathematical Occupations,0,1,Black/African American only,High School,31,94,13215,94
Computer & Mathematical Occupations,0,1,Black/African American only,Some College,31,478,61327,478
Computer & Mathematical Occupations,0,1,Black/African American only,Bachelors Degree or more,31,694,90259,694
Computer & Mathematical Occupations,0,1,Asian only,Less than High School,31,14,1900,14
Computer & Mathematical Occupations,0,1,Asian only,High School,31,65,7140,65
Computer & Mathematical Occupations,0,1,Asian only,Some College,31,348,36720,348
Computer & Mathematical Occupations,0,1,Asian only,Bachelors Degree or more,31,4125,453123,4125
Computer & Mathematical Occupations,0,1,Some other race(s),Less than High School,31,17,2004,17
Computer & Mathematical Occupations,0,1,Some other race(s),High School,31,71,8398,71
Computer & Mathematical Occupations,0,1,Some other race(s),Some College,31,348,39114,348
Computer & Mathematical Occupations,0,1,Some other race(s),Bachelors Degree or more,31,566,65871,566
Computer & Mathematical Occupations,1,0,White only,Less than High School,31,6,447,6
Computer & Mathematical Occupations,1,0,White only,High School,31,28,3461,28
Computer & Mathematical Occupations,1,0,White only,Some College,31,107,10726,107
Computer & Mathematical Occupations,1,0,White only,Bachelors Degree or more,31,146,12754,146
Computer & Mathematical Occupations,1,0,Black/African American only,High School,31,5,362,5
Computer & Mathematical Occupations,1,0,Black/African American only,Some College,31,21,2429,21
Computer & Mathematical Occupations,1,0,Black/African American only,Bachelors Degree or more,31,12,1113,12
Computer & Mathematical Occupations,1,0,Asian only,High School,31,1,379,1
Computer & Mathematical Occupations,1,0,Asian only,Some College,31,3,219,3
Computer & Mathematical Occupations,1,0,Asian only,Bachelors Degree or more,31,17,1583,17
Computer & Mathematical Occupations,1,0,Some other race(s),High School,31,2,279,2
Computer & Mathematical Occupations,1,0,Some other race(s),Some College,31,8,883,8
Computer & Mathematical Occupations,1,0,Some other race(s),Bachelors Degree or more,31,11,1299,11
Computer & Mathematical Occupations,1,1,White only,Less than High School,31,14,1452,14
Computer & Mathematical Occupations,1,1,White only,High School,31,59,4932,59
Computer & Mathematical Occupations,1,1,White only,Some College,31,372,36864,372
Computer & Mathematical Occupations,1,1,White only,Bachelors Degree or more,31,460,41795,460
Computer & Mathematical Occupations,1,1,Black/African American only,Less than High School,31,1,50,1
Computer & Mathematical Occupations,1,1,Black/African American only,High School,31,4,299,4
Computer & Mathematical Occupations,1,1,Black/African American only,Some College,31,29,3337,29
Computer & Mathematical Occupations,1,1,Black/African American only,Bachelors Degree or more,31,31,3788,31
Computer & Mathematical Occupations,1,1,Asian only,High School,31,6,521,6
Computer & Mathematical Occupations,1,1,Asian only,Some College,31,19,1969,19
Computer & Mathematical Occupations,1,1,Asian only,Bachelors Degree or more,31,60,5739,60
Computer & Mathematical Occupations,1,1,Some other race(s),Less than High School,31,2,484,2
Computer & Mathematical Occupations,1,1,Some other race(s),High School,31,6,412,6
Computer & Mathematical Occupations,1,1,Some other race(s),Some College,31,21,1620,21
Computer & Mathematical Occupations,1,1,Some other race(s),Bachelors Degree or more,31,27,2549,27
Architecture & Engineering Occupations,0,0,White only,Less than High School,31,20,1966,20
Architecture & Engineering Occupations,0,0,White only,High School,31,259,24177,259
Architecture & Engineering Occupations,0,0,White only,Some College,31,711,65606,711
Architecture & Engineering Occupations,0,0,White only,Bachelors Degree or more,31,1996,195062,1996
Architecture & Engineering Occupations,0,0,Black/African American only,Less than High School,31,6,1200,6
Architecture & Engineering Occupations,0,0,Black/African American only,High School,31,24,3559,24
Architecture & Engineering Occupations,0,0,Black/African American only,Some College,31,64,6870,64
Architecture & Engineering Occupations,0,0,Black/African American only,Bachelors Degree or more,31,131,17154,131
Architecture & Engineering Occupations,0,0,Asian only,Less than High School,31,12,1331,12
Architecture & Engineering Occupations,0,0,Asian only,High School,31,21,1812,21
Architecture & Engineering Occupations,0,0,Asian only,Some College,31,55,5251,55
Architecture & Engineering Occupations,0,0,Asian only,Bachelors Degree or more,31,496,51681,496
Architecture & Engineering Occupations,0,0,Some other race(s),Less than High School,31,12,1213,12
Architecture & Engineering Occupations,0,0,Some other race(s),High School,31,25,3146,25
Architecture & Engineering Occupations,0,0,Some other race(s),Some College,31,51,5935,51
Architecture & Engineering Occupations,0,0,Some other race(s),Bachelors Degree or more,31,89,8778,89
Architecture & Engineering Occupations,0,1,White only,Less than High School,31,109,12612,109
Architecture & Engineering Occupations,0,1,White only,High School,31,1304,126117,1304
Architecture & Engineering Occupations,0,1,White only,Some College,31,4913,461005,4913
Architecture & Engineering Occupations,0,1,White only,Bachelors Degree or more,31,11963,1152572,11963
Architecture & Engineering Occupations,0,1,Black/African American only,Less than High School,31,20,2515,20
Architecture & Engineering Occupations,0,1,Black/African American only,High School,31,87,11043,87
Architecture & Engineering Occupations,0,1,Black/African American only,Some College,31,287,37726,287
Architecture & Engineering Occupations,0,1,Black/African American only,Bachelors Degree or more,31,427,50586,427
Architecture & Engineering Occupations,0,1,Asian only,Less than High School,31,17,1527,17
Architecture & Engineering Occupations,0,1,Asian only,High School,31,61,6982,61
Architecture & Engineering Occupations,0,1,Asian only,Some College,31,235,22251,235
Architecture & Engineering Occupations,0,1,Asian only,Bachelors Degree or more,31,2046,213789,2046
Architecture & Engineering Occupations,0,1,Some other race(s),Less than High School,31,23,2496,23
Architecture & Engineering Occupations,0,1,Some other race(s),High School,31,76,8178,76
Architecture & Engineering Occupations,0,1,Some other race(s),Some College,31,241,23883,241
Architecture & Engineering Occupations,0,1,Some other race(s),Bachelors Degree or more,31,435,46434,435
Architecture & Engineering Occupations,1,0,White only,Less than High School,31,3,214,3
Architecture & Engineering Occupations,1,0,White only,High School,31,12,1133,12
Architecture & Engineering Occupations,1,0,White only,Some College,31,49,4034,49
Architecture & Engineering Occupations,1,0,White only,Bachelors Degree or more,31,60,6022,60
Architecture & Engineering Occupations,1,0,Black/African American only,Less than High School,31,1,112,1
Architecture & Engineering Occupations,1,0,Black/African American only,High School,31,5,569,5
Architecture & Engineering Occupations,1,0,Black/African American only,Some College,31,6,540,6
Architecture & Engineering Occupations,1,0,Black/African American only,Bachelors Degree or more,31,2,136,2
Architecture & Engineering Occupations,1,0,Asian only,Some College,31,3,143,3
Architecture & Engineering Occupations,1,0,Asian only,Bachelors Degree or more,31,9,803,9
Architecture & Engineering Occupations,1,0,Some other race(s),High School,31,2,161,2
Architecture & Engineering Occupations,1,0,Some other race(s),Some College,31,3,412,3
Architecture & Engineering Occupations,1,0,Some other race(s),Bachelors Degree or more,31,2,90,2
Architecture & Engineering Occupations,1,1,White only,Less than High School,31,10,1046,10
Architecture & Engineering Occupations,1,1,White only,High School,31,84,7198,84
Architecture & Engineering Occupations,1,1,White only,Some College,31,333,29140,333
Architecture & Engineering Occupations,1,1,White only,Bachelors Degree or more,31,407,37347,407
Architecture & Engineering Occupations,1,1,Black/African American only,Less than High School,31,1,76,1
Architecture & Engineering Occupations,1,1,Black/African American only,High School,31,6,643,6
Architecture & Engineering Occupations,1,1,Black/African American only,Some College,31,15,1661,15
Architecture & Engineering Occupations,1,1,Black/African American only,Bachelors Degree or more,31,13,1604,13
Architecture & Engineering Occupations,1,1,Asian only,Less than High School,31,1,128,1
Architecture & Engineering Occupations,1,1,Asian only,Some College,31,7,460,7
Architecture & Engineering Occupations,1,1,Asian only,Bachelors Degree or more,31,43,3348,43
Architecture & Engineering Occupations,1,1,Some other race(s),Less than High School,31,4,513,4
Architecture & Engineering Occupations,1,1,Some other race(s),High School,31,5,417,5
Architecture & Engineering Occupations,1,1,Some other race(s),Some College,31,15,1052,15
Architecture & Engineering Occupations,1,1,Some other race(s),Bachelors Degree or more,31,15,1367,15
"Life, Physical, & Social Science Occupations",0,0,White only,Less than High School,31,25,2363,25
"Life, Physical, & Social Science Occupations",0,0,White only,High School,31,147,14141,147
"Life, Physical, & Social Science Occupations",0,0,White only,Some College,31,504,44059,504
"Life, Physical, & Social Science Occupations",0,0,White only,Bachelors Degree or more,31,3878,360796,3878
"Life, Physical, & Social Science Occupations",0,0,Black/African American only,Less than High School,31,2,201,2
"Life, Physical, & Social Science Occupations",0,0,Black/African American only,High School,31,17,1784,17
"Life, Physical, & Social Science Occupations",0,0,Black/African American only,Some College,31,55,6099,55
"Life, Physical, & Social Science Occupations",0,0,Black/African American only,Bachelors Degree or more,31,213,24754,213
"Life, Physical, & Social Science Occupations",0,0,Asian only,Less than High School,31,4,363,4
"Life, Physical, & Social Science Occupations",0,0,Asian only,High School,31,10,1144,10
"Life, Physical, & Social Science Occupations",0,0,Asian only,Some College,31,38,2442,38
"Life, Physical, & Social Science Occupations",0,0,Asian only,Bachelors Degree or more,31,695,70216,695
"Life, Physical, & Social Science Occupations",0,0,Some other race(s),Less than High School,31,8,792,8
"Life, Physical, & Social Science Occupations",0,0,Some other race(s),High School,31,11,557,11
"Life, Physical, & Social Science Occupations",0,0,Some other race(s),Some College,31,43,3821,43
"Life, Physical, & Social Science Occupations",0,0,Some other race(s),Bachelors Degree or more,31,185,20221,185
"Life, Physical, & Social Science Occupations",0,1,White only,Less than High School,31,40,3762,40
"Life, Physical, & Social Science Occupations",0,1,White only,High School,31,334,29589,334
"Life, Physical, & Social Science Occupations",0,1,White only,Some College,31,800,78763,800
"Life, Physical, & Social Science Occupations",0,1,White only,Bachelors Degree or more,31,4162,383714,4162
"Life, Physical, & Social Science Occupations",0,1,Black/African American only,Less than High School,31,7,939,7
"Life, Physical, & Social Science Occupations",0,1,Black/African American only,High School,31,36,4319,36
"Life, Physical, & Social Science Occupations",0,1,Black/African American only,Some College,31,68,8494,68
"Life, Physical, & Social Science Occupations",0,1,Black/African American only,Bachelors Degree or more,31,167,21150,167
"Life, Physical, & Social Science Occupations",0,1,Asian only,Less than High School,31,2,150,2
"Life, Physical, & Social Science Occupations",0,1,Asian only,High School,31,11,1153,11
"Life, Physical, & Social Science Occupations",0,1,Asian only,Some College,31,45,5311,45
"Life, Physical, & Social Science Occupations",0,1,Asian only,Bachelors Degree or more,31,810,79234,810
"Life, Physical, & Social Science Occupations",0,1,Some other race(s),Less than High School,31,8,911,8
"Life, Physical, & Social Science Occupations",0,1,Some other race(s),High School,31,32,4826,32
"Life, Physical, & Social Science Occupations",0,1,Some other race(s),Some College,31,68,6235,68
"Life, Physical, & Social Science Occupations",0,1,Some other race(s),Bachelors Degree or more,31,153,14466,153
"Life, Physical, & Social Science Occupations",1,0,White only,Less than High School,31,3,531,3
"Life, Physical, & Social Science Occupations",1,0,White only,High School,31,16,1788,16
"Life, Physical, & Social Science Occupations",1,0,White only,Some College,31,20,2007,20
"Life, Physical, & Social Science Occupations",1,0,White only,Bachelors Degree or more,31,133,12787,133
"Life, Physical, & Social Science Occupations",1,0,Black/African American only,Less than High School,31,1,94,1
"Life, Physical, & Social Science Occupations",1,0,Black/African American only,High School,31,2,158,2
"Life, Physical, & Social Science Occupations",1,0,Black/African American only,Some College,31,2,93,2
"Life, Physical, & Social Science Occupations",1,0,Black/African American only,Bachelors Degree or more,31,12,1686,12
"Life, Physical, & Social Science Occupations",1,0,Asian only,Some College,31,8,499,8
"Life, Physical, & Social Science Occupations",1,0,Asian only,Bachelors Degree or more,31,10,676,10
"Life, Physical, & Social Science Occupations",1,0,Some other race(s),Less than High School,31,2,286,2
"Life, Physical, & Social Science Occupations",1,0,Some other race(s),Some College,31,4,175,4
"Life, Physical, & Social Science Occupations",1,0,Some other race(s),Bachelors Degree or more,31,7,711,7
"Life, Physical, & Social Science Occupations",1,1,White only,Less than High School,31,4,1044,4
"Life, Physical, & Social Science Occupations",1,1,White only,High School,31,26,2188,26
"Life, Physical, & Social Science Occupations",1,1,White only,Some College,31,57,4908,57
"Life, Physical, & Social Science Occupations",1,1,White only,Bachelors Degree or more,31,181,14181,181
"Life, Physical, & Social Science Occupations",1,1,Black/African American only,High School,31,2,299,2
"Life, Physical, & Social Science Occupations",1,1,Black/African American only,Bachelors Degree or more,31,5,371,5
"Life, Physical, & Social Science Occupations",1,1,Asian only,Bachelors Degree or more,31,15,1262,15
"Life, Physical, & Social Science Occupations",1,1,Some other race(s),Less than High School,31,2,188,2
"Life, Physical, & Social Science Occupations",1,1,Some other race(s),High School,31,1,104,1
"Life, Physical, & Social Science Occupations",1,1,Some other race(s),Some College,31,4,337,4
"Life, Physical, & Social Science Occupations",1,1,Some other race(s),Bachelors Degree or more,31,13,1470,13
Community & Social Services Occupations,0,0,White only,Less than High School,31,78,8569,78
Community & Social Services Occupations,0,0,White only,High School,31,712,64587,712
Community & Social Services Occupations,0,0,White only,Some College,31,1750,170729,1750
Community & Social Services Occupations,0,0,White only,Bachelors Degree or more,31,8343,776059,8343
Community & Social Services Occupations,0,0,Black/African American only,Less than High School,31,47,5975,47
Community & Social Services Occupations,0,0,Black/African American only,High School,31,173,22851,173
Community & Social Services Occupations,0,0,Black/African American only,Some College,31,448,56768,448
Community & Social Services Occupations,0,0,Black/African American only,Bachelors Degree or more,31,1485,182175,1485
Community & Social Services Occupations,0,0,Asian only,Less than High School,31,6,554,6
Community & Social Services Occupations,0,0,Asian only,High School,31,14,1227,14
Community & Social Services Occupations,0,0,Asian only,Some College,31,53,4920,53
Community & Social Services Occupations,0,0,Asian only,Bachelors Degree or more,31,323,33570,323
Community & Social Services Occupations,0,0,Some other race(s),Less than High School,31,28,2886,28
Community & Social Services Occupations,0,0,Some other race(s),High School,31,69,6881,69
Community & Social Services Occupations,0,0,Some other race(s),Some College,31,215,19689,215
Community & Social Services Occupations,0,0,Some other race(s),Bachelors Degree or more,31,557,59786,557
Community & Social Services Occupations,0,1,White only,Less than High School,31,90,9095,90
Community & Social Services Occupations,0,1,White only,High School,31,386,35409,386
Community & Social Services Occupations,0,1,White only,Some College,31,1023,102813,1023
Community & Social Services Occupations,0,1,White only,Bachelors Degree or more,31,5071,446976,5071
Community & Social Services Occupations,0,1,Black/African American only,Less than High School,31,33,4189,33
Community & Social Services Occupations,0,1,Black/African American only,High School,31,143,17012,143
Community & Social Services Occupations,0,1,Black/African American only,Some College,31,269,36830,269
Community & Social Services Occupations,0,1,Black/African American only,Bachelors Degree or more,31,673,85448,673
Community & Social Services Occupations,0,1,Asian only,Less than High School,31,8,1080,8
Community & Social Services Occupations,0,1,Asian only,High School,31,17,1478,17
Community & Social Services Occupations,0,1,Asian only,Some College,31,41,4284,41
Community & Social Services Occupations,0,1,Asian only,Bachelors Degree or more,31,306,27231,306
Community & Social Services Occupations,0,1,Some other race(s),Less than High School,31,27,2634,27
Community & Social Services Occupations,0,1,Some other race(s),High School,31,55,6105,55
Community & Social Services Occupations,0,1,Some other race(s),Some College,31,96,11571,96
Community & Social Services Occupations,0,1,Some other race(s),Bachelors Degree or more,31,211,20890,211
Community & Social Services Occupations,1,0,White only,Less than High School,31,26,2543,26
Community & Social Services Occupations,1,0,White only,High School,31,61,5301,61
Community & Social Services Occupations,1,0,White only,Some College,31,157,15343,157
Community & Social Services Occupations,1,0,White only,Bachelors Degree or more,31,401,35752,401
Community & Social Services Occupations,1,0,Black/African American only,Less than High School,31,3,219,3
Community & Social Services Occupations,1,0,Black/African American only,High School,31,20,2059,20
Community & Social Services Occupations,1,0,Black/African American only,Some College,31,44,4610,44
Community & Social Services Occupations,1,0,Black/African American only,Bachelors Degree or more,31,100,10777,100
Community & Social Services Occupations,1,0,Asian only,Less than High School,31,1,47,1
Community & Social Services Occupations,1,0,Asian only,High School,31,2,198,2
Community & Social Services Occupations,1,0,Asian only,Some College,31,10,780,10
Community & Social Services Occupations,1,0,Asian only,Bachelors Degree or more,31,12,1151,12
Community & Social Services Occupations,1,0,Some other race(s),High School,31,6,359,6
Community & Social Services Occupations,1,0,Some other race(s),Some College,31,23,2132,23
Community & Social Services Occupations,1,0,Some other race(s),Bachelors Degree or more,31,31,2381,31
Community & Social Services Occupations,1,1,White only,Less than High School,31,27,1832,27
Community & Social Services Occupations,1,1,White only,High School,31,67,5429,67
Community & Social Services Occupations,1,1,White only,Some College,31,135,10843,135
Community & Social Services Occupations,1,1,White only,Bachelors Degree or more,31,417,35001,417
Community & Social Services Occupations,1,1,Black/African American only,Less than High School,31,10,523,10
Community & Social Services Occupations,1,1,Black/African American only,High School,31,26,2534,26
Community & Social Services Occupations,1,1,Black/African American only,Some College,31,27,3133,27
Community & Social Services Occupations,1,1,Black/African American only,Bachelors Degree or more,31,40,3358,40
Community & Social Services Occupations,1,1,Asian only,Less than High School,31,1,6,1
Community & Social Services Occupations,1,1,Asian only,Bachelors Degree or more,31,8,570,8
Community & Social Services Occupations,1,1,Some other race(s),Less than High School,31,2,173,2
Community & Social Services Occupations,1,1,Some other race(s),High School,31,4,590,4
Community & Social Services Occupations,1,1,Some other race(s),Some College,31,14,1399,14
Community & Social Services Occupations,1,1,Some other race(s),Bachelors Degree or more,31,19,2293,19
Legal Occupations,0,0,White only,Less than High School,31,36,3215,36
Legal Occupations,0,0,White only,High School,31,578,56527,578
Legal Occupations,0,0,White only,Some College,31,1804,178828,1804
Legal Occupations,0,0,White only,Bachelors Degree or more,31,4686,442938,4686
Legal Occupations,0,0,Black/African American only,Less than High School,31,11,1574,11
Legal Occupations,0,0,Black/African American only,High School,31,45,6749,45
Legal Occupations,0,0,Black/African American only,Some College,31,157,18238,157
Legal Occupations,0,0,Black/African American only,Bachelors Degree or more,31,411,50136,411
Legal Occupations,0,0,Asian only,Less than High School,31,2,91,2
Legal Occupations,0,0,Asian only,High School,31,8,1052,8
Legal Occupations,0,0,Asian only,Some College,31,43,4353,43
Legal Occupations,0,0,Asian only,Bachelors Degree or more,31,318,32434,318
Legal Occupations,0,0,Some other race(s),Less than High School,31,5,376,5
Legal Occupations,0,0,Some other race(s),High School,31,47,5110,47
Legal Occupations,0,0,Some other race(s),Some College,31,111,10266,111
Legal Occupations,0,0,Some other race(s),Bachelors Degree or more,31,208,22017,208
Legal Occupations,0,1,White only,Less than High School,31,14,1382,14
Legal Occupations,0,1,White only,High School,31,87,8252,87
Legal Occupations,0,1,White only,Some College,31,256,27249,256
Legal Occupations,0,1,White only,Bachelors Degree or more,31,7201,668184,7201
Legal Occupations,0,1,Black/African American only,Less than High School,31,2,393,2
Legal Occupations,0,1,Black/African American only,High School,31,11,1352,11
Legal Occupations,0,1,Black/African American only,Some College,31,26,3572,26
Legal Occupations,0,1,Black/African American only,Bachelors Degree or more,31,183,21653,183
Legal Occupations,0,1,Asian only,Less than High School,31,1,59,1
Legal Occupations,0,1,Asian only,High School,31,4,366,4
Legal Occupations,0,1,Asian only,Some College,31,4,379,4
Legal Occupations,0,1,Asian only,Bachelors Degree or more,31,249,26947,249
Legal Occupations,0,1,Some other race(s),Less than High School,31,4,265,4
Legal Occupations,0,1,Some other race(s),High School,31,6,771,6
Legal Occupations,0,1,Some other race(s),Some College,31,19,1604,19
Legal Occupations,0,1,Some other race(s),Bachelors Degree or more,31,167,17198,167
Legal Occupations,1,0,White only,Less than High School,31,2,295,2
Legal Occupations,1,0,White only,High School,31,37,3147,37
Legal Occupations,1,0,White only,Some College,31,101,9574,101
Legal Occupations,1,0,White only,Bachelors Degree or more,31,148,13267,148
Legal Occupations,1,0,Black/African American only,Less than High School,31,1,187,1
Legal Occupations,1,0,Black/African American only,High School,31,4,295,4
Legal Occupations,1,0,Black/African American only,Some College,31,10,815,10
Legal Occupations,1,0,Black/African American only,Bachelors Degree or more,31,13,1158,13
Legal Occupations,1,0,Asian only,Some College,31,1,61,1
Legal Occupations,1,0,Asian only,Bachelors Degree or more,31,5,652,5
Legal Occupations,1,0,Some other race(s),Less than High School,31,1,226,1
Legal Occupations,1,0,Some other race(s),High School,31,1,158,1
Legal Occupations,1,0,Some other race(s),Some College,31,10,911,10
Legal Occupations,1,0,Some other race(s),Bachelors Degree or more,31,8,987,8
Legal Occupations,1,1,White only,Less than High School,31,4,146,4
Legal Occupations,1,1,White only,High School,31,11,810,11
Legal Occupations,1,1,White only,Some College,31,24,2349,24
Legal Occupations,1,1,White only,Bachelors Degree or more,31,376,31322,376
Legal Occupations,1,1,Black/African American only,Less than High School,31,1,247,1
Legal Occupations,1,1,Black/African American only,High School,31,3,252,3
Legal Occupations,1,1,Black/African American only,Some College,31,4,330,4
Legal Occupations,1,1,Black/African American only,Bachelors Degree or more,31,17,1999,17
Legal Occupations,1,1,Asian only,High School,31,1,59,1
Legal Occupations,1,1,Asian only,Bachelors Degree or more,31,11,1352,11
Legal Occupations,1,1,Some other race(s),Less than High School,31,1,56,1
Legal Occupations,1,1,Some other race(s),High School,31,1,35,1
Legal Occupations,1,1,Some other race(s),Some College,31,1,105,1
Legal Occupations,1,1,Some other race(s),Bachelors Degree or more,31,8,799,8
"Education, Training, & Library Occupations",0,0,White only,Less than High School,31,331,37299,331
"Education, Training, & Library Occupations",0,0,White only,High School,31,3357,315639,3357
"Education, Training, & Library Occupations",0,0,White only,Some College,31,8048,751059,8048
"Education, Training, & Library Occupations",0,0,White only,Bachelors Degree or more,31,43084,3918198,43084
"Education, Training, & Library Occupations",0,0,Black/African American only,Less than High School,31,102,12360,102
"Education, Training, & Library Occupations",0,0,Black/African American only,High School,31,461,58592,461
"Education, Training, & Library Occupations",0,0,Black/African American only,Some College,31,1296,155137,1296
"Education, Training, & Library Occupations",0,0,Black/African American only,Bachelors Degree or more,31,3160,363269,3160
"Education, Training, & Library Occupations",0,0,Asian only,Less than High School,31,33,2765,33
"Education, Training, & Library Occupations",0,0,Asian only,High School,31,90,9530,90
"Education, Training, & Library Occupations",0,0,Asian only,Some College,31,359,33511,359
"Education, Training, & Library Occupations",0,0,Asian only,Bachelors Degree or more,31,1967,194306,1967
"Education, Training, & Library Occupations",0,0,Some other race(s),Less than High School,31,88,9547,88
"Education, Training, & Library Occupations",0,0,Some other race(s),High School,31,253,25882,253
"Education, Training, & Library Occupations",0,0,Some other race(s),Some College,31,771,78159,771
"Education, Training, & Library Occupations",0,0,Some other race(s),Bachelors Degree or more,31,1663,164103,1663
"Education, Training, & Library Occupations",0,1,White only,Less than High School,31,115,10704,115
"Education, Training, & Library Occupations",0,1,White only,High School,31,576,57382,576
"Education, Training, & Library Occupations",0,1,White only,Some College,31,1984,196763,1984
"Education, Training, & Library Occupations",0,1,White only,Bachelors Degree or more,31,16871,1561742,16871
"Education, Training, & Library Occupations",0,1,Black/African American only,Less than High School,31,34,3393,34
"Education, Training, & Library Occupations",0,1,Black/African American only,High School,31,99,16510,99
"Education, Training, & Library Occupations",0,1,Black/African American only,Some College,31,340,40899,340
"Education, Training, & Library Occupations",0,1,Black/African American only,Bachelors Degree or more,31,1163,140923,1163
"Education, Training, & Library Occupations",0,1,Asian only,Less than High School,31,12,1091,12
"Education, Training, & Library Occupations",0,1,Asian only,High School,31,49,4724,49
"Education, Training, & Library Occupations",0,1,Asian only,Some College,31,150,15047,150
"Education, Training, & Library Occupations",0,1,Asian only,Bachelors Degree or more,31,1325,132790,1325
"Education, Training, & Library Occupations",0,1,Some other race(s),Less than High School,31,17,1304,17
"Education, Training, & Library Occupations",0,1,Some other race(s),High School,31,63,6755,63
"Education, Training, & Library Occupations",0,1,Some other race(s),Some College,31,227,23567,227
"Education, Training, & Library Occupations",0,1,Some other race(s),Bachelors Degree or more,31,696,76223,696
"Education, Training, & Library Occupations",1,0,White only,Less than High School,31,34,3535,34
"Education, Training, & Library Occupations",1,0,White only,High School,31,266,23397,266
"Education, Training, & Library Occupations",1,0,White only,Some College,31,495,44684,495
"Education, Training, & Library Occupations",1,0,White only,Bachelors Degree or more,31,1640,139539,1640
"Education, Training, & Library Occupations",1,0,Black/African American only,Less than High School,31,17,1193,17
"Education, Training, & Library Occupations",1,0,Black/African American only,High School,31,49,5805,49
"Education, Training, & Library Occupations",1,0,Black/African American only,Some College,31,112,11049,112
"Education, Training, & Library Occupations",1,0,Black/African American only,Bachelors Degree or more,31,187,20058,187
"Education, Training, & Library Occupations",1,0,Asian only,Less than High School,31,2,215,2
"Education, Training, & Library Occupations",1,0,Asian only,High School,31,2,158,2
"Education, Training, & Library Occupations",1,0,Asian only,Some College,31,12,1146,12
"Education, Training, & Library Occupations",1,0,Asian only,Bachelors Degree or more,31,40,3815,40
"Education, Training, & Library Occupations",1,0,Some other race(s),Less than High School,31,7,424,7
"Education, Training, & Library Occupations",1,0,Some other race(s),High School,31,17,1292,17
"Education, Training, & Library Occupations",1,0,Some other race(s),Some College,31,47,4141,47
"Education, Training, & Library Occupations",1,0,Some other race(s),Bachelors Degree or more,31,73,7012,73
"Education, Training, & Library Occupations",1,1,White only,Less than High School,31,27,2006,27
"Education, Training, & Library Occupations",1,1,White only,High School,31,55,4681,55
"Education, Training, & Library Occupations",1,1,White only,Some College,31,147,14396,147
"Education, Training, & Library Occupations",1,1,White only,Bachelors Degree or more,31,830,70539,830
"Education, Training, & Library Occupations",1,1,Black/African American only,Less than High School,31,6,369,6
"Education, Training, & Library Occupations",1,1,Black/African American only,High School,31,20,1572,20
"Education, Training, & Library Occupations",1,1,Black/African American only,Some College,31,25,3478,25
"Education, Training, & Library Occupations",1,1,Black/African American only,Bachelors Degree or more,31,62,7073,62
"Education, Training, & Library Occupations",1,1,Asian only,Less than High School,31,2,267,2
"Education, Training, & Library Occupations",1,1,Asian only,Some College,31,3,275,3
"Education, Training, & Library Occupations",1,1,Asian only,Bachelors Degree or more,31,41,3661,41
"Education, Training, & Library Occupations",1,1,Some other race(s),Less than High School,31,1,95,1
"Education, Training, & Library Occupations",1,1,Some other race(s),High School,31,4,264,4
"Education, Training, & Library Occupations",1,1,Some other race(s),Some College,31,29,2776,29
"Education, Training, & Library Occupations",1,1,Some other race(s),Bachelors Degree or more,31,48,5701,48
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,White only,Less than High School,31,150,16362,150
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,White only,High School,31,885,85472,885
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,White only,Some College,31,2666,256027,2666
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,White only,Bachelors Degree or more,31,6691,649087,6691
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Black/African American only,Less than High School,31,18,2009,18
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Black/African American only,High School,31,52,6038,52
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Black/African American only,Some College,31,162,18804,162
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Black/African American only,Bachelors Degree or more,31,285,34594,285
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Asian only,Less than High School,31,21,2245,21
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Asian only,High School,31,31,3898,31
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Asian only,Some College,31,139,14489,139
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Asian only,Bachelors Degree or more,31,517,52273,517
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Some other race(s),Less than High School,31,27,3555,27
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Some other race(s),High School,31,52,6674,52
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Some other race(s),Some College,31,178,20424,178
"Arts, Design, Entertainment, Sports, & Media Occupations",0,0,Some other race(s),Bachelors Degree or more,31,289,30149,289
"Arts, Design, Entertainment, Sports, & Media Occupations",0,1,White only,Less than High School,31,219,24766,219
