MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Building & Grounds Cleaning & Maintenance Occupations,1,,Asian only,Bachelors Degree or more,27,13,1050,13
Building & Grounds Cleaning & Maintenance Occupations,1,,Some other race(s),Less than High School,27,283,31840,283
Building & Grounds Cleaning & Maintenance Occupations,1,,Some other race(s),High School,27,205,22786,205
Building & Grounds Cleaning & Maintenance Occupations,1,,Some other race(s),Some College,27,125,11642,125
Building & Grounds Cleaning & Maintenance Occupations,1,,Some other race(s),Bachelors Degree or more,27,16,2057,16
Personal Care & Service Occupations,0,,White only,Less than High School,27,2331,246326,2331
Personal Care & Service Occupations,0,,White only,High School,27,10761,1110980,10761
Personal Care & Service Occupations,0,,White only,Some College,27,13667,1396804,13667
Personal Care & Service Occupations,0,,White only,Bachelors Degree or more,27,5881,598573,5881
Personal Care & Service Occupations,0,,Black/African American only,Less than High School,27,539,67705,539
Personal Care & Service Occupations,0,,Black/African American only,High School,27,1869,241450,1869
Personal Care & Service Occupations,0,,Black/African American only,Some College,27,2466,328340,2466
Personal Care & Service Occupations,0,,Black/African American only,Bachelors Degree or more,27,607,80937,607
Personal Care & Service Occupations,0,,Asian only,Less than High School,27,849,89219,849
Personal Care & Service Occupations,0,,Asian only,High School,27,1017,127063,1017
Personal Care & Service Occupations,0,,Asian only,Some College,27,1155,129085,1155
Personal Care & Service Occupations,0,,Asian only,Bachelors Degree or more,27,737,80453,737
Personal Care & Service Occupations,0,,Some other race(s),Less than High School,27,756,91549,756
Personal Care & Service Occupations,0,,Some other race(s),High School,27,1112,126744,1112
Personal Care & Service Occupations,0,,Some other race(s),Some College,27,1403,160185,1403
Personal Care & Service Occupations,0,,Some other race(s),Bachelors Degree or more,27,395,44099,395
Personal Care & Service Occupations,1,,White only,Less than High School,27,374,35849,374
Personal Care & Service Occupations,1,,White only,High School,27,995,94231,995
Personal Care & Service Occupations,1,,White only,Some College,27,1023,98990,1023
Personal Care & Service Occupations,1,,White only,Bachelors Degree or more,27,315,32040,315
Personal Care & Service Occupations,1,,Black/African American only,Less than High School,27,107,11399,107
Personal Care & Service Occupations,1,,Black/African American only,High School,27,206,22488,206
Personal Care & Service Occupations,1,,Black/African American only,Some College,27,229,26962,229
Personal Care & Service Occupations,1,,Black/African American only,Bachelors Degree or more,27,33,3832,33
Personal Care & Service Occupations,1,,Asian only,Less than High School,27,51,5814,51
Personal Care & Service Occupations,1,,Asian only,High School,27,36,3419,36
Personal Care & Service Occupations,1,,Asian only,Some College,27,40,4416,40
Personal Care & Service Occupations,1,,Asian only,Bachelors Degree or more,27,23,1858,23
Personal Care & Service Occupations,1,,Some other race(s),Less than High School,27,90,8927,90
Personal Care & Service Occupations,1,,Some other race(s),High School,27,96,11533,96
Personal Care & Service Occupations,1,,Some other race(s),Some College,27,121,12585,121
Personal Care & Service Occupations,1,,Some other race(s),Bachelors Degree or more,27,22,2161,22
Sales & Related Occupations,0,,White only,Less than High School,27,5599,625395,5599
Sales & Related Occupations,0,,White only,High School,27,28108,2962610,28108
Sales & Related Occupations,0,,White only,Some College,27,40479,4284630,40479
Sales & Related Occupations,0,,White only,Bachelors Degree or more,27,33686,3403337,33686
Sales & Related Occupations,0,,Black/African American only,Less than High School,27,777,102321,777
Sales & Related Occupations,0,,Black/African American only,High School,27,3068,428909,3068
Sales & Related Occupations,0,,Black/African American only,Some College,27,4904,691900,4904
Sales & Related Occupations,0,,Black/African American only,Bachelors Degree or more,27,1908,253497,1908
Sales & Related Occupations,0,,Asian only,Less than High School,27,590,61644,590
Sales & Related Occupations,0,,Asian only,High School,27,1267,143875,1267
Sales & Related Occupations,0,,Asian only,Some College,27,2163,234192,2163
Sales & Related Occupations,0,,Asian only,Bachelors Degree or more,27,2830,321399,2830
Sales & Related Occupations,0,,Some other race(s),Less than High School,27,1154,149480,1154
Sales & Related Occupations,0,,Some other race(s),High School,27,2404,294786,2404
Sales & Related Occupations,0,,Some other race(s),Some College,27,3345,414832,3345
Sales & Related Occupations,0,,Some other race(s),Bachelors Degree or more,27,1249,145921,1249
Sales & Related Occupations,1,,White only,Less than High School,27,658,63606,658
Sales & Related Occupations,1,,White only,High School,27,2271,212131,2271
Sales & Related Occupations,1,,White only,Some College,27,2828,278381,2828
Sales & Related Occupations,1,,White only,Bachelors Degree or more,27,1406,126510,1406
Sales & Related Occupations,1,,Black/African American only,Less than High School,27,87,8746,87
Sales & Related Occupations,1,,Black/African American only,High School,27,225,23850,225
Sales & Related Occupations,1,,Black/African American only,Some College,27,280,31968,280
Sales & Related Occupations,1,,Black/African American only,Bachelors Degree or more,27,77,8017,77
Sales & Related Occupations,1,,Asian only,Less than High School,27,25,2515,25
Sales & Related Occupations,1,,Asian only,High School,27,60,6714,60
Sales & Related Occupations,1,,Asian only,Some College,27,83,8299,83
Sales & Related Occupations,1,,Asian only,Bachelors Degree or more,27,68,8235,68
Sales & Related Occupations,1,,Some other race(s),Less than High School,27,77,7751,77
Sales & Related Occupations,1,,Some other race(s),High School,27,165,18813,165
Sales & Related Occupations,1,,Some other race(s),Some College,27,220,21211,220
Sales & Related Occupations,1,,Some other race(s),Bachelors Degree or more,27,50,5331,50
Office & Administrative Support Occupations,0,,White only,Less than High School,27,4734,503761,4734
Office & Administrative Support Occupations,0,,White only,High School,27,43131,4195040,43131
Office & Administrative Support Occupations,0,,White only,Some College,27,63224,6146134,63224
Office & Administrative Support Occupations,0,,White only,Bachelors Degree or more,27,29629,2863044,29629
Office & Administrative Support Occupations,0,,Black/African American only,Less than High School,27,712,87982,712
Office & Administrative Support Occupations,0,,Black/African American only,High School,27,4774,624275,4774
Office & Administrative Support Occupations,0,,Black/African American only,Some College,27,9717,1237045,9717
Office & Administrative Support Occupations,0,,Black/African American only,Bachelors Degree or more,27,3592,428525,3592
Office & Administrative Support Occupations,0,,Asian only,Less than High School,27,455,44714,455
Office & Administrative Support Occupations,0,,Asian only,High School,27,1219,129958,1219
Office & Administrative Support Occupations,0,,Asian only,Some College,27,2818,294859,2818
Office & Administrative Support Occupations,0,,Asian only,Bachelors Degree or more,27,3192,324518,3192
Office & Administrative Support Occupations,0,,Some other race(s),Less than High School,27,1005,118508,1005
Office & Administrative Support Occupations,0,,Some other race(s),High School,27,3261,369126,3261
Office & Administrative Support Occupations,0,,Some other race(s),Some College,27,5126,572940,5126
Office & Administrative Support Occupations,0,,Some other race(s),Bachelors Degree or more,27,1539,173748,1539
Office & Administrative Support Occupations,1,,White only,Less than High School,27,624,58373,624
Office & Administrative Support Occupations,1,,White only,High School,27,3430,317034,3430
Office & Administrative Support Occupations,1,,White only,Some College,27,4257,394757,4257
Office & Administrative Support Occupations,1,,White only,Bachelors Degree or more,27,1524,141600,1524
Office & Administrative Support Occupations,1,,Black/African American only,Less than High School,27,99,10871,99
Office & Administrative Support Occupations,1,,Black/African American only,High School,27,365,40672,365
Office & Administrative Support Occupations,1,,Black/African American only,Some College,27,700,74405,700
Office & Administrative Support Occupations,1,,Black/African American only,Bachelors Degree or more,27,206,22185,206
Office & Administrative Support Occupations,1,,Asian only,Less than High School,27,34,2724,34
Office & Administrative Support Occupations,1,,Asian only,High School,27,68,6840,68
Office & Administrative Support Occupations,1,,Asian only,Some College,27,121,11191,121
Office & Administrative Support Occupations,1,,Asian only,Bachelors Degree or more,27,81,8144,81
Office & Administrative Support Occupations,1,,Some other race(s),Less than High School,27,83,11486,83
Office & Administrative Support Occupations,1,,Some other race(s),High School,27,205,18706,205
Office & Administrative Support Occupations,1,,Some other race(s),Some College,27,367,37844,367
Office & Administrative Support Occupations,1,,Some other race(s),Bachelors Degree or more,27,88,9054,88
"Farming, Fishing, & Forestry Occupations",0,,White only,Less than High School,27,2627,305481,2627
"Farming, Fishing, & Forestry Occupations",0,,White only,High School,27,2409,225698,2409
"Farming, Fishing, & Forestry Occupations",0,,White only,Some College,27,1395,130446,1395
"Farming, Fishing, & Forestry Occupations",0,,White only,Bachelors Degree or more,27,525,45728,525
"Farming, Fishing, & Forestry Occupations",0,,Black/African American only,Less than High School,27,144,15284,144
"Farming, Fishing, & Forestry Occupations",0,,Black/African American only,High School,27,144,16563,144
"Farming, Fishing, & Forestry Occupations",0,,Black/African American only,Some College,27,50,5383,50
"Farming, Fishing, & Forestry Occupations",0,,Black/African American only,Bachelors Degree or more,27,14,1768,14
"Farming, Fishing, & Forestry Occupations",0,,Asian only,Less than High School,27,44,4836,44
"Farming, Fishing, & Forestry Occupations",0,,Asian only,High School,27,30,3237,30
"Farming, Fishing, & Forestry Occupations",0,,Asian only,Some College,27,17,1769,17
"Farming, Fishing, & Forestry Occupations",0,,Asian only,Bachelors Degree or more,27,21,1675,21
"Farming, Fishing, & Forestry Occupations",0,,Some other race(s),Less than High School,27,1025,116736,1025
"Farming, Fishing, & Forestry Occupations",0,,Some other race(s),High School,27,311,34590,311
"Farming, Fishing, & Forestry Occupations",0,,Some other race(s),Some College,27,124,13128,124
"Farming, Fishing, & Forestry Occupations",0,,Some other race(s),Bachelors Degree or more,27,37,4393,37
"Farming, Fishing, & Forestry Occupations",1,,White only,Less than High School,27,214,20334,214
"Farming, Fishing, & Forestry Occupations",1,,White only,High School,27,195,14998,195
"Farming, Fishing, & Forestry Occupations",1,,White only,Some College,27,109,8412,109
"Farming, Fishing, & Forestry Occupations",1,,White only,Bachelors Degree or more,27,24,1478,24
