FIPS,Dis1,LaborForce,raceX,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
30,1,,Native American only,13,79,7326,72282,678,0.101353034,MT
30,1,,Asian only,13,2,41,72282,678,0.000567223,MT
30,1,,Some other race(s),13,17,1353,72282,678,0.018718353,MT
30,1,0,White only,15,297,35074,40004,356,0.876762324,MT
30,1,0,Black/African American only,15,1,44,40004,356,0.00109989,MT
30,1,0,Native American only,15,47,4235,40004,356,0.105864414,MT
30,1,0,Asian only,15,2,41,40004,356,0.001024898,MT
30,1,0,Some other race(s),15,9,610,40004,356,0.015248475,MT
30,1,1,White only,15,281,28376,32278,322,0.879112708,MT
30,1,1,Black/African American only,15,1,68,32278,322,0.002106698,MT
30,1,1,Native American only,15,32,3091,32278,322,0.095761819,MT
30,1,1,Some other race(s),15,8,743,32278,322,0.023018774,MT
31,,,White only,9,10019,1001457,1129275,10913,0.886814106,NE
31,,,Black/African American only,9,281,49692,1129275,10913,0.044003454,NE
31,,,Native American only,9,141,8208,1129275,10913,0.00726838,NE
31,,,Asian only,9,161,24365,1129275,10913,0.02157579,NE
31,,,Some other race(s),9,311,45553,1129275,10913,0.04033827,NE
31,,0,White only,11,1709,160447,190199,1950,0.843574362,NE
31,,0,Black/African American only,11,69,10389,190199,1950,0.054621738,NE
31,,0,Native American only,11,50,2534,190199,1950,0.013322888,NE
31,,0,Asian only,11,44,7303,190199,1950,0.038396627,NE
31,,0,Some other race(s),11,78,9526,190199,1950,0.050084385,NE
31,,1,White only,11,8310,841010,939076,8963,0.895571817,NE
31,,1,Black/African American only,11,212,39303,939076,8963,0.041852843,NE
31,,1,Native American only,11,91,5674,939076,8963,0.00604211,NE
31,,1,Asian only,11,117,17062,939076,8963,0.018168924,NE
31,,1,Some other race(s),11,233,36027,939076,8963,0.038364307,NE
31,0,,White only,13,9086,916092,1033833,9880,0.886112167,NE
31,0,,Black/African American only,13,248,45344,1033833,9880,0.043860082,NE
31,0,,Native American only,13,118,6982,1033833,9880,0.006753509,NE
31,0,,Asian only,13,154,22718,1033833,9880,0.021974536,NE
31,0,,Some other race(s),13,274,42697,1033833,9880,0.041299707,NE
31,0,0,White only,15,1255,120114,142355,1425,0.84376383,NE
31,0,0,Black/African American only,15,45,7571,142355,1425,0.053183942,NE
31,0,0,Native American only,15,35,1490,142355,1425,0.010466791,NE
31,0,0,Asian only,15,37,5656,142355,1425,0.039731657,NE
31,0,0,Some other race(s),15,53,7524,142355,1425,0.052853781,NE
31,0,1,White only,15,7831,795978,891478,8455,0.89287453,NE
31,0,1,Black/African American only,15,203,37773,891478,8455,0.042371208,NE
31,0,1,Native American only,15,83,5492,891478,8455,0.006160556,NE
31,0,1,Asian only,15,117,17062,891478,8455,0.019139003,NE
31,0,1,Some other race(s),15,221,35173,891478,8455,0.039454703,NE
31,1,,White only,13,933,85365,95442,1033,0.894417552,NE
31,1,,Black/African American only,13,33,4348,95442,1033,0.045556464,NE
31,1,,Native American only,13,23,1226,95442,1033,0.012845498,NE
31,1,,Asian only,13,7,1647,95442,1033,0.017256554,NE
31,1,,Some other race(s),13,37,2856,95442,1033,0.029923933,NE
31,1,0,White only,15,454,40333,47844,525,0.843010618,NE
31,1,0,Black/African American only,15,24,2818,47844,525,0.058899758,NE
31,1,0,Native American only,15,15,1044,47844,525,0.021820918,NE
31,1,0,Asian only,15,7,1647,47844,525,0.034424379,NE
31,1,0,Some other race(s),15,25,2002,47844,525,0.041844327,NE
31,1,1,White only,15,479,45032,47598,508,0.946090172,NE
31,1,1,Black/African American only,15,9,1530,47598,508,0.032144208,NE
31,1,1,Native American only,15,8,182,47598,508,0.00382369,NE
31,1,1,Some other race(s),15,12,854,47598,508,0.01794193,NE
32,,,White only,9,11340,1186105,1726678,16016,0.686928889,NV
32,,,Black/African American only,9,1082,143758,1726678,16016,0.083256983,NV
32,,,Native American only,9,367,20312,1726678,16016,0.011763629,NV
32,,,Asian only,9,1336,146055,1726678,16016,0.084587283,NV
32,,,Some other race(s),9,1891,230448,1726678,16016,0.133463217,NV
32,,0,White only,11,2533,255330,382630,3672,0.667302616,NV
32,,0,Black/African American only,11,280,37129,382630,3672,0.097036301,NV
32,,0,Native American only,11,118,6169,382630,3672,0.016122625,NV
32,,0,Asian only,11,325,36384,382630,3672,0.095089251,NV
32,,0,Some other race(s),11,416,47618,382630,3672,0.124449207,NV
32,,1,White only,11,8807,930775,1344048,12344,0.69251619,NV
32,,1,Black/African American only,11,802,106629,1344048,12344,0.07933422,NV
32,,1,Native American only,11,249,14143,1344048,12344,0.01052269,NV
32,,1,Asian only,11,1011,109671,1344048,12344,0.081597532,NV
32,,1,Some other race(s),11,1475,182830,1344048,12344,0.136029368,NV
32,0,,White only,13,10033,1049807,1530889,14174,0.685749914,NV
32,0,,Black/African American only,13,908,121480,1530889,14174,0.079352585,NV
32,0,,Native American only,13,288,16828,1530889,14174,0.010992306,NV
32,0,,Asian only,13,1250,136720,1530889,14174,0.089307585,NV
32,0,,Some other race(s),13,1695,206054,1530889,14174,0.13459761,NV
32,0,0,White only,15,1847,184655,282918,2705,0.652680282,NV
32,0,0,Black/African American only,15,180,25081,282918,2705,0.088651129,NV
32,0,0,Native American only,15,66,4510,282918,2705,0.015941015,NV
32,0,0,Asian only,15,287,31101,282918,2705,0.109929379,NV
32,0,0,Some other race(s),15,325,37571,282918,2705,0.132798196,NV
32,0,1,White only,15,8186,865152,1247971,11469,0.693246878,NV
32,0,1,Black/African American only,15,728,96399,1247971,11469,0.077244583,NV
32,0,1,Native American only,15,222,12318,1247971,11469,0.009870422,NV
32,0,1,Asian only,15,963,105619,1247971,11469,0.084632576,NV
32,0,1,Some other race(s),15,1370,168483,1247971,11469,0.135005541,NV
32,1,,White only,13,1307,136298,195789,1842,0.696147383,NV
32,1,,Black/African American only,13,174,22278,195789,1842,0.113785759,NV
32,1,,Native American only,13,79,3484,195789,1842,0.017794667,NV
32,1,,Asian only,13,86,9335,195789,1842,0.047678879,NV
32,1,,Some other race(s),13,196,24394,195789,1842,0.124593312,NV
32,1,0,White only,15,686,70675,99712,967,0.708791319,NV
32,1,0,Black/African American only,15,100,12048,99712,967,0.120827985,NV
32,1,0,Native American only,15,52,1659,99712,967,0.016637917,NV
32,1,0,Asian only,15,38,5283,99712,967,0.05298259,NV
32,1,0,Some other race(s),15,91,10047,99712,967,0.100760189,NV
32,1,1,White only,15,621,65623,96077,875,0.683025074,NV
32,1,1,Black/African American only,15,74,10230,96077,875,0.106477097,NV
32,1,1,Native American only,15,27,1825,96077,875,0.018995181,NV
32,1,1,Asian only,15,48,4052,96077,875,0.042174506,NV
32,1,1,Some other race(s),15,105,14347,96077,875,0.149328143,NV
33,,,White only,9,7867,791902,842913,8272,0.939482485,NH
33,,,Black/African American only,9,62,8484,842913,8272,0.010065096,NH
33,,,Native American only,9,17,2216,842913,8272,0.002628978,NH
33,,,Asian only,9,187,22722,842913,8272,0.026956519,NH
33,,,Some other race(s),9,139,17589,842913,8272,0.020866922,NH
33,,0,White only,11,1509,147760,163438,1640,0.904073716,NH
33,,0,Black/African American only,11,33,3696,163438,1640,0.02261408,NH
33,,0,Native American only,11,5,1125,163438,1640,0.006883344,NH
33,,0,Asian only,11,58,7118,163438,1640,0.043551683,NH
33,,0,Some other race(s),11,35,3739,163438,1640,0.022877177,NH
33,,1,White only,11,6358,644142,679475,6632,0.947999559,NH
33,,1,Black/African American only,11,29,4788,679475,6632,0.007046617,NH
33,,1,Native American only,11,12,1091,679475,6632,0.001605651,NH
33,,1,Asian only,11,129,15604,679475,6632,0.022964789,NH
33,,1,Some other race(s),11,104,13850,679475,6632,0.020383384,NH
33,0,,White only,13,7062,710055,757436,7442,0.93744554,NH
33,0,,Black/African American only,13,55,7246,757436,7442,0.009566485,NH
33,0,,Native American only,13,16,1941,757436,7442,0.002562593,NH
33,0,,Asian only,13,184,22372,757436,7442,0.029536489,NH
33,0,,Some other race(s),13,125,15822,757436,7442,0.020888894,NH
33,0,0,White only,15,1083,103614,116957,1199,0.885915336,NH
33,0,0,Black/African American only,15,27,2687,116957,1199,0.022974256,NH
33,0,0,Native American only,15,4,850,116957,1199,0.007267628,NH
33,0,0,Asian only,15,56,6848,116957,1199,0.058551433,NH
33,0,0,Some other race(s),15,29,2958,116957,1199,0.025291346,NH
33,0,1,White only,15,5979,606441,640479,6243,0.9468554,NH
33,0,1,Black/African American only,15,28,4559,640479,6243,0.00711811,NH
33,0,1,Native American only,15,12,1091,640479,6243,0.001703413,NH
33,0,1,Asian only,15,128,15524,640479,6243,0.024238109,NH
33,0,1,Some other race(s),15,96,12864,640479,6243,0.020084968,NH
33,1,,White only,13,805,81847,85477,830,0.957532436,NH
33,1,,Black/African American only,13,7,1238,85477,830,0.014483428,NH
33,1,,Native American only,13,1,275,85477,830,0.00321724,NH
33,1,,Asian only,13,3,350,85477,830,0.004094669,NH
33,1,,Some other race(s),13,14,1767,85477,830,0.020672228,NH
33,1,0,White only,15,426,44146,46481,441,0.94976442,NH
33,1,0,Black/African American only,15,6,1009,46481,441,0.021707795,NH
33,1,0,Native American only,15,1,275,46481,441,0.005916396,NH
33,1,0,Asian only,15,2,270,46481,441,0.005808825,NH
33,1,0,Some other race(s),15,6,781,46481,441,0.016802565,NH
33,1,1,White only,15,379,37701,38996,389,0.966791466,NH
33,1,1,Black/African American only,15,1,229,38996,389,0.005872397,NH
33,1,1,Asian only,15,1,80,38996,389,0.002051493,NH
33,1,1,Some other race(s),15,8,986,38996,389,0.025284645,NH
34,,,White only,9,38677,3735833,5535003,53696,0.674946879,NJ
34,,,Black/African American only,9,6141,753558,5535003,53696,0.1361441,NJ
34,,,Native American only,9,132,9982,5535003,53696,0.001803432,NJ
34,,,Asian only,9,5089,539584,5535003,53696,0.097485765,NJ
34,,,Some other race(s),9,3657,496046,5535003,53696,0.089619825,NJ
34,,0,White only,11,7905,761684,1164437,11455,0.654122121,NJ
34,,0,Black/African American only,11,1518,176451,1164437,11455,0.151533316,NJ
34,,0,Native American only,11,50,3175,1164437,11455,0.00272664,NJ
34,,0,Asian only,11,1204,122765,1164437,11455,0.105428632,NJ
34,,0,Some other race(s),11,778,100362,1164437,11455,0.086189292,NJ
34,,1,White only,11,30772,2974149,4370566,42241,0.680495158,NJ
34,,1,Black/African American only,11,4623,577107,4370566,42241,0.132043996,NJ
34,,1,Native American only,11,82,6807,4370566,42241,0.001557464,NJ
34,,1,Asian only,11,3885,416819,4370566,42241,0.09536957,NJ
34,,1,Some other race(s),11,2879,395684,4370566,42241,0.090533812,NJ
34,0,,White only,13,35523,3442659,5095844,49250,0.675581709,NJ
34,0,,Black/African American only,13,5381,668105,5095844,49250,0.13110782,NJ
34,0,,Native American only,13,109,8598,5095844,49250,0.001687257,NJ
34,0,,Asian only,13,4917,522375,5095844,49250,0.102510006,NJ
34,0,,Some other race(s),13,3320,454107,5095844,49250,0.089113207,NJ
34,0,0,White only,15,6217,603137,923898,9038,0.652817735,NJ
34,0,0,Black/African American only,15,1044,123127,923898,9038,0.133269041,NJ
34,0,0,Native American only,15,36,2315,923898,9038,0.002505688,NJ
34,0,0,Asian only,15,1128,115003,923898,9038,0.124475862,NJ
34,0,0,Some other race(s),15,613,80316,923898,9038,0.086931674,NJ
34,0,1,White only,15,29306,2839522,4171946,40212,0.680622904,NJ
34,0,1,Black/African American only,15,4337,544978,4171946,40212,0.130629208,NJ
34,0,1,Native American only,15,73,6283,4171946,40212,0.001506012,NJ
34,0,1,Asian only,15,3789,407372,4171946,40212,0.097645559,NJ
34,0,1,Some other race(s),15,2707,373791,4171946,40212,0.089596318,NJ
34,1,,White only,13,3154,293174,439159,4446,0.667580535,NJ
34,1,,Black/African American only,13,760,85453,439159,4446,0.194583283,NJ
34,1,,Native American only,13,23,1384,439159,4446,0.003151478,NJ
34,1,,Asian only,13,172,17209,439159,4446,0.039186263,NJ
34,1,,Some other race(s),13,337,41939,439159,4446,0.095498441,NJ
34,1,0,White only,15,1688,158547,240539,2417,0.659132199,NJ
34,1,0,Black/African American only,15,474,53324,240539,2417,0.221685465,NJ
34,1,0,Native American only,15,14,860,240539,2417,0.003575304,NJ
34,1,0,Asian only,15,76,7762,240539,2417,0.032269195,NJ
34,1,0,Some other race(s),15,165,20046,240539,2417,0.083337837,NJ
34,1,1,White only,15,1466,134627,198620,2029,0.677811902,NJ
34,1,1,Black/African American only,15,286,32129,198620,2029,0.161761152,NJ
34,1,1,Native American only,15,9,524,198620,2029,0.002638204,NJ
34,1,1,Asian only,15,96,9447,198620,2029,0.047563186,NJ
34,1,1,Some other race(s),15,172,21893,198620,2029,0.110225556,NJ
35,,,White only,9,7695,934007,1251597,11287,0.746252188,NM
35,,,Black/African American only,9,219,28766,1251597,11287,0.022983436,NM
35,,,Native American only,9,1940,117184,1251597,11287,0.093627581,NM
35,,,Asian only,9,175,19492,1251597,11287,0.015573703,NM
35,,,Some other race(s),9,1258,152148,1251597,11287,0.121563091,NM
35,,0,White only,11,2062,250087,353507,3399,0.70744568,NM
35,,0,Black/African American only,11,73,9175,353507,3399,0.025954224,NM
35,,0,Native American only,11,822,46394,353507,3399,0.131239268,NM
35,,0,Asian only,11,53,5617,353507,3399,0.01588936,NM
35,,0,Some other race(s),11,389,42234,353507,3399,0.119471467,NM
35,,1,White only,11,5633,683920,898090,7888,0.761527241,NM
35,,1,Black/African American only,11,146,19591,898090,7888,0.021814072,NM
35,,1,Native American only,11,1118,70790,898090,7888,0.078822835,NM
35,,1,Asian only,11,122,13875,898090,7888,0.015449454,NM
35,,1,Some other race(s),11,869,109914,898090,7888,0.122386398,NM
35,0,,White only,13,6689,813416,1089288,9818,0.74674099,NM
35,0,,Black/African American only,13,187,24005,1089288,9818,0.022037331,NM
35,0,,Native American only,13,1707,103363,1089288,9818,0.094890424,NM
35,0,,Asian only,13,164,18099,1089288,9818,0.016615441,NM
35,0,,Some other race(s),13,1071,130405,1089288,9818,0.119715814,NM
35,0,0,White only,15,1472,178637,259648,2525,0.687996827,NM
35,0,0,Black/African American only,15,56,7258,259648,2525,0.027953229,NM
35,0,0,Native American only,15,674,37800,259648,2525,0.145581711,NM
35,0,0,Asian only,15,48,4908,259648,2525,0.018902514,NM
35,0,0,Some other race(s),15,275,31045,259648,2525,0.11956572,NM
35,0,1,White only,15,5217,634779,829640,7293,0.765125838,NM
35,0,1,Black/African American only,15,131,16747,829640,7293,0.020185864,NM
35,0,1,Native American only,15,1033,65563,829640,7293,0.079025843,NM
35,0,1,Asian only,15,116,13191,829640,7293,0.015899667,NM
35,0,1,Some other race(s),15,796,99360,829640,7293,0.119762789,NM
35,1,,White only,13,1006,120591,162309,1469,0.742971739,NM
35,1,,Black/African American only,13,32,4761,162309,1469,0.029332939,NM
35,1,,Native American only,13,233,13821,162309,1469,0.085152395,NM
35,1,,Asian only,13,11,1393,162309,1469,0.008582395,NM
35,1,,Some other race(s),13,187,21743,162309,1469,0.133960532,NM
35,1,0,White only,15,590,71450,93859,874,0.761248255,NM
35,1,0,Black/African American only,15,17,1917,93859,874,0.020424253,NM
35,1,0,Native American only,15,148,8594,93859,874,0.091562876,NM
35,1,0,Asian only,15,5,709,93859,874,0.007553884,NM
35,1,0,Some other race(s),15,114,11189,93859,874,0.119210731,NM
35,1,1,White only,15,416,49141,68450,595,0.717910884,NM
35,1,1,Black/African American only,15,15,2844,68450,595,0.041548576,NM
35,1,1,Native American only,15,85,5227,68450,595,0.076362308,NM
35,1,1,Asian only,15,6,684,68450,595,0.009992695,NM
35,1,1,Some other race(s),15,73,10554,68450,595,0.154185537,NM
36,,,White only,9,84870,7999594,12478374,120673,0.641076634,NY
36,,,Black/African American only,9,15622,1945433,12478374,120673,0.155904367,NY
36,,,Native American only,9,434,47107,12478374,120673,0.003775091,NY
36,,,Asian only,9,10039,1089085,12478374,120673,0.087277798,NY
36,,,Some other race(s),9,9708,1397155,12478374,120673,0.11196611,NY
36,,0,White only,11,19647,1751373,2966211,29669,0.590441139,NY
36,,0,Black/African American only,11,4380,532724,2966211,29669,0.179597473,NY
36,,0,Native American only,11,141,14240,2966211,29669,0.004800737,NY
36,,0,Asian only,11,2832,296479,2966211,29669,0.099952094,NY
36,,0,Some other race(s),11,2669,371395,2966211,29669,0.125208557,NY
36,,1,White only,11,65223,6248221,9512163,91004,0.656866477,NY
36,,1,Black/African American only,11,11242,1412709,9512163,91004,0.148516063,NY
36,,1,Native American only,11,293,32867,9512163,91004,0.00345526,NY
36,,1,Asian only,11,7207,792606,9512163,91004,0.083325528,NY
36,,1,Some other race(s),11,7039,1025760,9512163,91004,0.107836672,NY
36,0,,White only,13,76629,7296655,11383976,108888,0.640958396,NY
36,0,,Black/African American only,13,13682,1740763,11383976,108888,0.152913446,NY
36,0,,Native American only,13,360,39781,11383976,108888,0.003494473,NY
36,0,,Asian only,13,9600,1045519,11383976,108888,0.091841286,NY
36,0,,Some other race(s),13,8617,1261258,11383976,108888,0.110792398,NY
36,0,0,White only,15,14711,1335719,2301955,22458,0.580254175,NY
36,0,0,Black/African American only,15,3085,398137,2301955,22458,0.172956031,NY
36,0,0,Native American only,15,89,9132,2301955,22458,0.003967063,NY
36,0,0,Asian only,15,2582,272176,2301955,22458,0.11823689,NY
36,0,0,Some other race(s),15,1991,286791,2301955,22458,0.124585841,NY
36,0,1,White only,15,61918,5960936,9082021,86430,0.656344662,NY
36,0,1,Black/African American only,15,10597,1342626,9082021,86430,0.147833395,NY
36,0,1,Native American only,15,271,30649,9082021,86430,0.003374689,NY
36,0,1,Asian only,15,7018,773343,9082021,86430,0.085150981,NY
36,0,1,Some other race(s),15,6626,974467,9082021,86430,0.107296273,NY
36,1,,White only,13,8241,702939,1094398,11785,0.642306547,NY
36,1,,Black/African American only,13,1940,204670,1094398,11785,0.187016058,NY
36,1,,Native American only,13,74,7326,1094398,11785,0.006694091,NY
36,1,,Asian only,13,439,43566,1094398,11785,0.039808187,NY
36,1,,Some other race(s),13,1091,135897,1094398,11785,0.124175117,NY
36,1,0,White only,15,4936,415654,664256,7211,0.625743689,NY
36,1,0,Black/African American only,15,1295,134587,664256,7211,0.202613149,NY
36,1,0,Native American only,15,52,5108,664256,7211,0.007689806,NY
36,1,0,Asian only,15,250,24303,664256,7211,0.036586798,NY
36,1,0,Some other race(s),15,678,84604,664256,7211,0.127366558,NY
36,1,1,White only,15,3305,287285,430142,4574,0.667884094,NY
36,1,1,Black/African American only,15,645,70083,430142,4574,0.162929916,NY
36,1,1,Native American only,15,22,2218,430142,4574,0.005156437,NY
36,1,1,Asian only,15,189,19263,430142,4574,0.044782886,NY
36,1,1,Some other race(s),15,413,51293,430142,4574,0.119246667,NY
37,,,White only,9,42202,4232861,6091780,58378,0.694847976,NC
37,,,Black/African American only,9,11395,1326452,6091780,58378,0.217744567,NC
37,,,Native American only,9,866,70800,6091780,58378,0.011622219,NC
37,,,Asian only,9,1615,163057,6091780,58378,0.026766725,NC
37,,,Some other race(s),9,2300,298610,6091780,58378,0.049018514,NC
37,,0,White only,11,10186,973708,1457132,14879,0.668235959,NC
37,,0,Black/African American only,11,3321,342710,1457132,14879,0.23519489,NC
37,,0,Native American only,11,325,25313,1457132,14879,0.017371796,NC
37,,0,Asian only,11,468,47055,1457132,14879,0.032292888,NC
37,,0,Some other race(s),11,579,68346,1457132,14879,0.046904467,NC
37,,1,White only,11,32016,3259153,4634648,43499,0.703214786,NC
37,,1,Black/African American only,11,8074,983742,4634648,43499,0.212258191,NC
37,,1,Native American only,11,541,45487,4634648,43499,0.009814553,NC
37,,1,Asian only,11,1147,116002,4634648,43499,0.025029301,NC
37,,1,Some other race(s),11,1721,230264,4634648,43499,0.049683169,NC
37,0,,White only,13,37289,3755140,5383567,51099,0.69751895,NC
37,0,,Black/African American only,13,9518,1144119,5383567,51099,0.212520621,NC
37,0,,Native American only,13,691,57609,5383567,51099,0.010700898,NC
37,0,,Asian only,13,1555,156586,5383567,51099,0.02908592,NC
37,0,,Some other race(s),13,2046,270113,5383567,51099,0.050173612,NC
37,0,0,White only,15,7176,680930,1020568,10342,0.667206889,NC
37,0,0,Black/African American only,15,2083,225855,1020568,10342,0.221303235,NC
37,0,0,Native American only,15,197,15841,1020568,10342,0.015521749,NC
37,0,0,Asian only,15,437,43387,1020568,10342,0.042512601,NC
37,0,0,Some other race(s),15,449,54555,1020568,10342,0.053455527,NC
37,0,1,White only,15,30113,3074210,4362999,40757,0.704609375,NC
37,0,1,Black/African American only,15,7435,918264,4362999,40757,0.210466241,NC
37,0,1,Native American only,15,494,41768,4362999,40757,0.009573232,NC
37,0,1,Asian only,15,1118,113199,4362999,40757,0.025945227,NC
37,0,1,Some other race(s),15,1597,215558,4362999,40757,0.049405925,NC
37,1,,White only,13,4913,477721,708213,7279,0.67454424,NC
37,1,,Black/African American only,13,1877,182333,708213,7279,0.257455031,NC
37,1,,Native American only,13,175,13191,708213,7279,0.018625752,NC
37,1,,Asian only,13,60,6471,708213,7279,0.009137082,NC
37,1,,Some other race(s),13,254,28497,708213,7279,0.040237895,NC
37,1,0,White only,15,3010,292778,436564,4537,0.670641647,NC
37,1,0,Black/African American only,15,1238,116855,436564,4537,0.267669803,NC
37,1,0,Native American only,15,128,9472,436564,4537,0.021696704,NC
37,1,0,Asian only,15,31,3668,436564,4537,0.008401975,NC
37,1,0,Some other race(s),15,130,13791,436564,4537,0.03158987,NC
37,1,1,White only,15,1903,184943,271649,2742,0.680816053,NC
37,1,1,Black/African American only,15,639,65478,271649,2742,0.241038988,NC
37,1,1,Native American only,15,47,3719,271649,2742,0.013690461,NC
37,1,1,Asian only,15,29,2803,271649,2742,0.010318462,NC
37,1,1,Some other race(s),15,124,14706,271649,2742,0.054136036,NC
38,,,White only,9,3951,407814,456925,4343,0.892518466,ND
38,,,Black/African American only,9,34,8675,456925,4343,0.01898561,ND
38,,,Native American only,9,238,23315,456925,4343,0.05102588,ND
38,,,Asian only,9,32,5287,456925,4343,0.011570827,ND
38,,,Some other race(s),9,88,11834,456925,4343,0.025899218,ND
38,,0,White only,11,720,63079,76233,853,0.827450054,ND
38,,0,Black/African American only,11,4,355,76233,853,0.004656776,ND
38,,0,Native American only,11,96,9114,76233,853,0.119554524,ND
38,,0,Asian only,11,8,1167,76233,853,0.015308331,ND
38,,0,Some other race(s),11,25,2518,76233,853,0.033030315,ND
38,,1,White only,11,3231,344735,380692,3490,0.905548317,ND
38,,1,Black/African American only,11,30,8320,380692,3490,0.021854938,ND
38,,1,Native American only,11,142,14201,380692,3490,0.037303122,ND
38,,1,Asian only,11,24,4120,380692,3490,0.010822397,ND
38,,1,Some other race(s),11,63,9316,380692,3490,0.024471226,ND
38,0,,White only,13,3643,378511,421470,3979,0.89807341,ND
38,0,,Black/African American only,13,32,8476,421470,3979,0.020110565,ND
38,0,,Native American only,13,204,20234,421470,3979,0.048008162,ND
38,0,,Asian only,13,28,4516,421470,3979,0.010714879,ND
38,0,,Some other race(s),13,72,9733,421470,3979,0.023092984,ND
38,0,0,White only,15,575,51593,61995,676,0.832212275,ND
38,0,0,Black/African American only,15,3,295,61995,676,0.004758448,ND
38,0,0,Native American only,15,74,7459,61995,676,0.120316155,ND
38,0,0,Asian only,15,7,1103,61995,676,0.017791757,ND
38,0,0,Some other race(s),15,17,1545,61995,676,0.024921365,ND
38,0,1,White only,15,3068,326918,359475,3303,0.90943181,ND
38,0,1,Black/African American only,15,29,8181,359475,3303,0.022758189,ND
38,0,1,Native American only,15,130,12775,359475,3303,0.035537937,ND
38,0,1,Asian only,15,21,3413,359475,3303,0.009494402,ND
38,0,1,Some other race(s),15,55,8188,359475,3303,0.022777662,ND
38,1,,White only,13,308,29303,35455,364,0.826484276,ND
38,1,,Black/African American only,13,2,199,35455,364,0.005612749,ND
38,1,,Native American only,13,34,3081,35455,364,0.086898886,ND
38,1,,Asian only,13,4,771,35455,364,0.021745875,ND
38,1,,Some other race(s),13,16,2101,35455,364,0.059258215,ND
38,1,0,White only,15,145,11486,14238,177,0.806714426,ND
38,1,0,Black/African American only,15,1,60,14238,177,0.004214075,ND
38,1,0,Native American only,15,22,1655,14238,177,0.116238236,ND
38,1,0,Asian only,15,1,64,14238,177,0.004495013,ND
38,1,0,Some other race(s),15,8,973,14238,177,0.06833825,ND
38,1,1,White only,15,163,17817,21217,187,0.839751143,ND
38,1,1,Black/African American only,15,1,139,21217,187,0.00655135,ND
38,1,1,Native American only,15,12,1426,21217,187,0.067210256,ND
38,1,1,Asian only,15,3,707,21217,187,0.033322336,ND
38,1,1,Some other race(s),15,8,1128,21217,187,0.053164915,ND
39,,,White only,9,60750,5898227,7085836,70546,0.83239677,OH
39,,,Black/African American only,9,6714,840125,7085836,70546,0.118563992,OH
39,,,Native American only,9,135,11852,7085836,70546,0.001672633,OH
39,,,Asian only,9,1331,145446,7085836,70546,0.020526301,OH
39,,,Some other race(s),9,1616,190186,7085836,70546,0.026840305,OH
39,,0,White only,11,13913,1314026,1621382,16725,0.810435789,OH
39,,0,Black/African American only,11,1933,216839,1621382,16725,0.133737145,OH
39,,0,Native American only,11,54,4317,1621382,16725,0.002662543,OH
39,,0,Asian only,11,379,39372,1621382,16725,0.024282988,OH
39,,0,Some other race(s),11,446,46828,1621382,16725,0.028881534,OH
39,,1,White only,11,46837,4584201,5464454,53821,0.838912909,OH
39,,1,Black/African American only,11,4781,623286,5464454,53821,0.114061899,OH
39,,1,Native American only,11,81,7535,5464454,53821,0.001378912,OH
39,,1,Asian only,11,952,106074,5464454,53821,0.019411638,OH
39,,1,Some other race(s),11,1170,143358,5464454,53821,0.026234643,OH
39,0,,White only,13,53582,5223137,6241476,61783,0.83684324,OH
39,0,,Black/African American only,13,5489,710421,6241476,61783,0.113822596,OH
39,0,,Native American only,13,94,8292,6241476,61783,0.001328532,OH
39,0,,Asian only,13,1266,138219,6241476,61783,0.022145243,OH
39,0,,Some other race(s),13,1352,161407,6241476,61783,0.025860389,OH
39,0,0,White only,15,9697,919716,1124577,11509,0.817832839,OH
39,0,0,Black/African American only,15,1151,135873,1124577,11509,0.120821429,OH
39,0,0,Native American only,15,27,1957,1124577,11509,0.00174021,OH
39,0,0,Asian only,15,350,36146,1124577,11509,0.032141863,OH
39,0,0,Some other race(s),15,284,30885,1124577,11509,0.02746366,OH
39,0,1,White only,15,43885,4303421,5116899,50274,0.84102129,OH
39,0,1,Black/African American only,15,4338,574548,5116899,50274,0.112284413,OH
39,0,1,Native American only,15,67,6335,5116899,50274,0.001238055,OH
39,0,1,Asian only,15,916,102073,5116899,50274,0.019948215,OH
39,0,1,Some other race(s),15,1068,130522,5116899,50274,0.025508027,OH
39,1,,White only,13,7168,675090,844360,8763,0.799528637,OH
39,1,,Black/African American only,13,1225,129704,844360,8763,0.153612203,OH
39,1,,Native American only,13,41,3560,844360,8763,0.004216211,OH
39,1,,Asian only,13,65,7227,844360,8763,0.008559145,OH
39,1,,Some other race(s),13,264,28779,844360,8763,0.034083803,OH
39,1,0,White only,15,4216,394310,496805,5216,0.79369169,OH
39,1,0,Black/African American only,15,782,80966,496805,5216,0.1629734,OH
39,1,0,Native American only,15,27,2360,496805,5216,0.004750355,OH
39,1,0,Asian only,15,29,3226,496805,5216,0.006493493,OH
39,1,0,Some other race(s),15,162,15943,496805,5216,0.032091062,OH
39,1,1,White only,15,2952,280780,347555,3547,0.807872135,OH
39,1,1,Black/African American only,15,443,48738,347555,3547,0.140231043,OH
39,1,1,Native American only,15,14,1200,347555,3547,0.003452691,OH
39,1,1,Asian only,15,36,4001,347555,3547,0.011511847,OH
39,1,1,Some other race(s),15,102,12836,347555,3547,0.036932284,OH
40,,,White only,9,15877,1723819,2315643,21397,0.744423471,OK
40,,,Black/African American only,9,1202,171493,2315643,21397,0.07405848,OK
